time,value
0.04420000000000002,5.875999999999999e-05
0.11309999999999998,4.386e-05
0.182,3.82e-05
0.25089999999999996,4.745e-05
0.3198,5.4439999999999994e-05
0.38869999999999993,6.21e-05
0.4576,6.889e-05
0.5265,7.269e-05
0.5953999999999999,6.328e-05
0.6642999999999999,6.003e-05
